번호,제목,작성자,날짜,조회수,추천수,댓글수,본문,이미지수,링크
107568,2.5 종로 시세 어느정도인지 아시는분?,마갤러,2026-04-08 17:07:47,370,0,1,ㅈㄱㄴ,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107568&page=79
107567,야왜 똥이안나옴?,캐딸형,2026-04-08 17:07:11,96,0,1,"먹은게없다그래도 배변욕이 왜사라졋노
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107567&page=79
107566,난 왜 변비가 없는 것 같지,ㅇㅇ,2026-04-08 17:05:52,163,0,8,"헤헤 너무 잘 쌈
마쫀쿠 맞기 전엔 하루에 똥 서너번 쌋음
똥! ㅋㅋ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107566&page=79
107565,살뺄려고 사랑니뺌,ㅇㅇ,2026-04-08 17:05:28,150,0,5,"며칠 굶어야지
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107565&page=79
107564,5 맞고 있는데 밥잘들어감 증량해야함?,마갤러,2026-04-08 17:05:13,238,0,3,"5로 두달째 맞고 있는데
평소에 뭐 먹고싶다는 생각은 잘 안듬.
점심/저녁(7시) 두끼 먹는데 자기전까지 배고파서 꼬르륵하는거 없이 잘 잠.
근데 누가 판 깔아주면 잘먹음. 맛있는거면 존나 잘먹음.
예전처럼 많이 먹지는 못해도 충분히 많이 먹을 수 있는 상태.
그냥 건수만 없으면 안먹고 잘 지낼 수 있긴한데 굳이 증량해야할 필요는 없겠지?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107564&page=79
107563,내장지방 ct 찍을만한가?,마갤러,2026-04-08 17:04:12,130,0,3,구글에 쳐보니까 10~15만원이라는데 다이어트 이제 반쯤 됐는데 그냥 궁금해서 .,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107563&page=79
107562,속이 안좋으니깐 물을 적게 먹게 되어서 억지로 물 많이 먹으니깐 변비는ㅇ,마갤러,2026-04-08 17:03:44,88,0,0,"억지로 물 많이 먹으니깐
그나마 화장실 잘가네
변비때문에 고생했는데",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107562&page=79
107561,ㅅㅄㅄㅄㅄㅄㅄㅄㅄㅄㅄㅄㅄㅄㅄㅂ,마갤러,2026-04-08 17:03:00,94,0,1,"운동간다
8시 넘어서 올꺼다
조지자
아아
가기싫어
아아아아아아ㅏㅇ러닝머리나ㅓㅇ라ㅣㄴ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107561&page=79
107560,5mg 도 빡센데 10mg 증량은 정말 초고도비만인거야??,마갤러,2026-04-08 17:01:15,439,0,4,"5mg도 부작용 빡센데
10mg 증량은 엄청난 초고도비만인가??",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107560&page=79
107558,직장인들 많나?,ㅇㅇ,2026-04-08 17:00:49,218,0,11,나 직장다니면서 운동과 식단을 두개 다 병행할 자신이 도저히 없는데 이거 주사만 꼽고 식단하고 직장만 열심히 다니면 살 빼주는 좋은 약 아니었냐??,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107558&page=79
107557,유산소 vs 근력 마운자로 맞으면서 뭐에 더 중점둬야함??,ㅇㅇ,2026-04-08 17:00:39,248,1,11,"살은 알아서 빠지니까 근력운동이 우선인가
근력 20분 + 유산소 30분 정도 하는데
근력을 더 늘리는게 맞나",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107557&page=79
107555,2.5 한달맞고 5.0 처방받고 보험접수했더니 협박성 전화옴,마갤러,2026-04-08 16:50:09,529,0,9,"약사법 위반이라고 ㅋㅋ
금감원에서도 태클안거는데 왜 나한테 얘기하냐니까
금감원소리에 당황하더니 고객님은 괜찮은데
병원이 문제될수있다길래 그건 의사가 알아서할일이지
내알바냐하고 입금이나 하라함",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107555&page=79
107554,마운자로 하는 사람들 한달 최대 몇키로까지 뺐어?,마갤러,2026-04-08 16:47:48,393,0,10,"몸무게 80키로대 기준으로 최대 몇키로 까지 빼봄???
1달 기준이면 궁금하네?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107554&page=79
107553,만자로 맞으면서 챙겨먹는 비타민 있음?,ㅇㅇ,2026-04-08 16:47:04,198,0,5,"간 히복제 우루사 같은거 먹음 좋다던데
뭐 먹는거들 있음?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107553&page=79
107552,영포티 패션의 문제점은 이거 같음,마갤러,2026-04-08 16:41:51,295,0,1,"옷은 진짜 핵심이 아닌 것 같음
걍 비만이 문제인 듯 ㅋㅋㅋ
모든 패션에서
배나오면
그냥 게임 종료
0점",2,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107552&page=80
107551,마운자로 처음으로 맞아보려고 고민중임,ㅇㅇ,2026-04-08 16:39:48,211,0,4,"체중 96.2 골격 39.4 체지방 27.7 돼지임
작년에 103키로였는데 자전거타면서 7키로정도 줄여서 이정도인데 15키로정도는 더 빼야할거같음
어릴때부터 탄수화물 쳐돌이라 빵돌이 떡돌이로 불렸음 확실히 맞으면 식욕 뚝 떨어짐?
위고비보다 이게 부작용 적대서 좀 비싸도 고민중임",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107551&page=80
107550,정체기 돌파팁,Lanchy,2026-04-08 16:34:20,460,1,4,"1. 일단 일일 단백질하고 좋은지방(버터, 올리브유) 야채같은 섬유질같은거 먼저 채우고 탄수화물 먹기 / 2끼로 나눠먹었음
생각보다 단백질 먹기 버거움 / 체질상 프로틴 드링크는 피하고 음식으로 먹으려고 노력함
2. 정제탄수화물 단순당 (빵, 밀가.루, 흰쌀, 설탕, 액상과당) 피하기
대략 잡곡 현미밥 하루 한끼분량 김에 싸먹음 / 운동빡세게 한날은 조금 더먹음 (사실 빵 라면 참는게 쉽지않음 - 미리 1번선행하면 욕구 줄어듬)
3. 술 자제 - 체감상 술 마시고 인바디 제보니까 몸이 체지방 감량모드로 대사가 전환되는대 다시 일주일 걸리는것 같음
4. 운동할땐 빡세게 하되 주4일만 / 일주일 빡세게하니까 식욕터져서 10mg도 이길기세 - 운동한날은 단백질 더 잘챙겨먹어야지 야식 생각안남
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107550&page=80
107549,마운자로 하면서 운동없이도  살이 빠지긴 하지?,마갤러,2026-04-08 16:26:56,459,0,12,"기력이 너무 없어서 운동은 포기인데
식이 조절만으로도 기운이 없어 운동없이 빼다가 정상체중 왔을 때 운동 하는게 더 나을듯",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107549&page=80
107548,손해사정사 배정되서 개놀랐는데 잘 처리됫네,마갤러,2026-04-08 16:26:13,329,0,10,"실비쓰면서 처음으로 손해사정사 배정되서 ㅈㄴ놀랐는데 전화해보니까 이번은 원내여도 처리해줄건데 담부턴 원외로 하라네 ㅋㅋ
ㄹㅇ 존나 다행이다 여기 검색하면서 ㅅㅂ 존나 빡세게 하면 어카노 했는데",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107548&page=80
107547,요즘 살빼면서 가장 추천하는 운동기구,마갤러,2026-04-08 16:21:10,306,0,3,"천국의 계단 ㅋㅋㅋㅋㅋ
디짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
하다가 죽겠으면 1로 하고
절대 내려오지마 ㅋㅋㅋㅋ
런닝머신 트래드밀 다 ㅈ또아님
ㅋㅋㅋㅋㅋ
있다 헬스장 가야하는데
벌써 부터 두렵다 ㅋㅋ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107547&page=80
107546,마운자로 두쫀쿠 8일차,마뚱뚱이,2026-04-08 16:20:52,120,0,0,"마운자로 시작 일주일 전부터 식사량 조절 했다보니 첫주차는 106.5~107 사이에서 잘 안내려갔네요
먹은것들은 대략 이렇게 됩니다. 3일차 부터 적긴했는데 4월 2일~3일 사이에는 4일에 먹은거와 비슷하게 섭취했습니다.",2,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107546&page=80
107545,너무무기력하다....하루종일잠와,마갤러,2026-04-08 16:20:52,179,1,4,"하 ...아무것도 하기싫다
너무무기력
맞고 2일3일째 제일심하네",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107545&page=80
107544,하이뮨 다크초코 다떨어져가는데 왜 핫딜 안뜨노,마갤러,2026-04-08 16:20:34,196,0,1,화가 잔뜩나네,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107544&page=80
107543,요즘 진짜 무서운 걸 느꼈어,마갤러,2026-04-08 16:19:33,213,0,3,"난 정말 탄수와 당에서 멀어졌다고 느꼈는데
5주차에 가족들하고 한잔했는데
안주 진짜 건강하게 먹었거든(회)
집에 와서 술취해서
컵라면 레인지 돌려서 조지고 있더라
뭔가 사람 쉽게 안 변하나봐",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107543&page=80
107542,해외에서는 위고비 단종 얘기까지 나오네,마갤러,2026-04-08 16:19:03,657,0,3,"지금 특허끝난국가들 제네릭 쏟아져서 가격경쟁이 안되고있고
성능은 마운자로에 밀리니까  아예 삭센다마냥 단종하는거 고려중이라함 시황보니까
국내에서도 마운에 밀려서 위고비 점유율 10퍼대 깨졌던데 이거 한국에서도 조만간 단종때리는거아니냐
ㅅㅂ 단종되면 어카지",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107542&page=80
107541,운동하기 싫음 하지마라,마갤러,2026-04-08 16:18:28,128,0,0,"나중에 밥도 계속 굶어야하겠지만
걍 하지말고 그렇게 살아
물론 난 존나 운동 함",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107541&page=80
107540,마운자로 다른건 모르겠는데 피부가 왜이리 건조해지는거야??,마갤러,2026-04-08 16:17:48,106,0,0,"물은 마시고 있지만
정말 건조하다 건조해
피부 건조가 제일  심해",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107540&page=80
107539,속이 더부룩하니까 운동하기가 싫은데 정상임?,ㅇㅇ,2026-04-08 16:13:28,192,0,7,"이걸 극복하고 운동을 해야되는거야?
1주차라 뭔가 피곤한 느낌인데",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107539&page=80
107538,님들아 오쫀쿠 생각보다너무쎄서요,꼬몽,2026-04-08 16:10:16,374,0,9,7일마다 한방을 9일마다로 바꿔도되는지 여쭈워요,1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107538&page=80
107537,고민 들어줄사람?,돋도,2026-04-08 16:03:10,127,0,2,"순차적으로 단계 증량시켜서 하는 중인데
10까지 하고 지금 물량없어서 중단된 상태임
한 2주 되가는것같아 식욕은 약맞을때나 비슷하구 꾸준히 스탠스 유지중이긴함
그런데 고민이 ... 유지자로 시작할가 아님 10 한달 더해서 원하는 몸무게 올때까지 하고 유지자로할까
유지자로하면서도 살빠지는 사람있나..",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107537&page=80
107536,주사 맞는다니까,ㅇㅇ,2026-04-08 16:02:39,226,0,6,친척들이 췌장염 걸린다고 끊으래 ㅋㅋㅋ,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107536&page=80
107535,사이드 플랭크하면 뒷?옆구리아픈가?,마갤러,2026-04-08 15:59:29,126,0,7,"허리랑 양쪽 뒷옆구리왜케 결리지
혹시 신장이 안좋아진건 아니겠지?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107535&page=80
107533,다이어트60% 진행중인데 몸매가 지금 무슨 느낌이냐면,마갤러,2026-04-08 15:54:48,299,0,4,"유튭보다가
안성재님 보고
저 몸매가 내 몸매인데 생각이 듬
(상체는 조금딸리지만 하체같은게)
더 빼야겠지?
영써티인데 끙",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107533&page=80
107532,마운자로 꽂아도 배는 고프넹...,날궈낭.,2026-04-08 15:53:37,174,0,2,"5일차.
2.5라 아직 피크농도 안올라와서 그런가
12시반에 일반식 먹었는데도 3시반부터 배고프네
정 안되면 이따 편의점 구운계란 사먹을까..
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107532&page=80
107529,온누리 5월1일~5일 7%->10%,바카디151,2026-04-08 15:34:03,689,2,8,"싸게사라..
- dc official App",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107529&page=80
107528,아 변비 ㅅㅂ ㅋㅋ,마갤러,2026-04-08 15:33:58,105,1,1,종나 고통스럽네,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107528&page=80
107527,2주 간격으로 테이퍼링 하는 게이들 있음?,마갤러,2026-04-08 15:28:46,399,0,6,"하 ㅋㅋ
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107527&page=80
107526,닭가슴살 떨어져가니까 불안하다,ㅇㅇ,2026-04-08 15:23:35,227,0,10,"예전에 백그램 팩 하나에 오백원하는 이벤트할때
80팩 사다둔거 다먹어감
다먹어가니까 개불안하네
그 이상가격으로는 못사먹겟고 ㅋㅋ
세개 전자렌지 돌려서 김치랑 먹으면 야무졌었는데",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107526&page=80
107525,물 마시기 고되면 레몬즙 먹어라,비열한고라니,2026-04-08 15:23:14,207,0,6,"방금 레몬즙스틱하고 물병 사옴
그냥 물만 마시니까 안들어가서 자꾸 탄산 찾았는데 이거 좋네
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107525&page=80
107524,아 뭐야 언제 글삭됐노?,ㅇㅇ,2026-04-08 15:19:59,124,0,2,궁금했는데,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107524&page=80
107523,뇌는 맛있는거 먹으라하고 속은 싫다함,ㅇㅇ,2026-04-08 15:18:08,100,0,2,"입은 또 심심하다함
ㅋㅋ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107523&page=80
107522,나 변비 해결한 듯한데?,마갤러,2026-04-08 15:16:29,351,0,3,"며칠전 심한 변비로 인해
항문 찢어지고 장경련 와서 죽을뻔했어.
아침 저녁 식사 때마다
김치 50그램. 잡채소 100그램 추가
식후 차전자피 1/2포 추가
아침공복, 밤공복 때마다
유산균 1포씩 하루 2포 추가
점심식사 대용 단백질 쉐이크 먹을때
구아검 6그램 녹여먹기
취침 전 마그밀 1알.
이러니까
3일째 부드럽고 양 많은 변 보고 있어.",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107522&page=80
107521,점심메뉴 - 일반식,ㅇㅇ,2026-04-08 15:13:44,185,0,10,"4끼 다 양념 통살 닭가슴살 먹엇더니 좀 질림
밥 1공기반 + 제육 700g 먹음
마싱ㅅ다",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107521&page=80
107520,먹는게 고역이다,마갤러,2026-04-08 15:12:43,243,0,16,"셀프 악기바리 하는 기분이다
근손실 존나심해서 먹는거 늘렸더니 체지방 빠지고 근육만 쪘다
근데 먹는게 너무힘들다
그렇다고 안맞으면 지금의 3배는 먹어서 또 살찌고 ㅠㅠ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107520&page=80
107519,답정너짓 할거면 왜 물어보지,ㅇㅇ,2026-04-08 15:04:24,300,2,14,본인이 외모정병 걸린 아줌마인 건 알겠는데 딸한테 정병짓 옮겨서 비만도 아닌 애 강제로 약 꽂게 만들건데 정신 합리화는 하고 싶어서 디시갤에 글싸질러놓고 삭튀하는 레전드 정신병,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107519&page=80
107518,배는 안고픈데 밥때되서 먹으면 입은 즐겁다,ㅇㅇ,2026-04-08 14:59:19,144,0,7,"1주차인데
문제 있는거임? 다들 입맛이 사라진다던데
허기는 안져서 의무적으로 먹긴 하는데
일단 먹으면 맛있게 들어감
입도 안즐거워야 약빨이 잘 듣는건가",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107518&page=80
107517,세 끼 먹자니 배터지고 두 끼 먹자니 단백질 모자라고,ㅇㅇ,2026-04-08 14:49:04,101,0,0,"점심 저녁으로 70% 채우는거까진 잘 되는데
아침에 쉐이크 한 번 먹으면 끝날 30%가 충족이 안되네
아침 먹으면 점심을 못먹음;;
공복시간도 신경쓰이긴 한데 이건 뭐 주요 이유는 아니고",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107517&page=80
107516,체중 24.4키로 뺐는데 그중 근육량이 9키로 빠진거면 근손실 많은거지?,부두술사다,2026-04-08 14:48:53,426,0,6,거의 굶다 시피해서 뺀거라 어쩔수없긴함,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107516&page=80
107515,되게 춥네,ㅇㅇ,2026-04-08 14:47:24,112,0,0,"지구가 아픈가 요새 너무 춥네
오늘로 딱 10일째 인데
배가 안고프니까 점점 먹는거 귀찮아져서 큰일이네
그래도 주사맞기전에
깨작깨작 느릿느릿 식사시간 너무 길어서
나쁜 습관이었는데
지금은 30분 정도 먹다가
더부룩해지면 멈춰서 좋다",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107515&page=80
107513,점심 뭐먹지,마갤러,2026-04-08 14:39:12,82,0,3,서브웨이 시키려다 최소주문금액 16000인거 보고 포기했는데,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107513&page=80
107512,보름째 완전 정체기 극복이 안된다 씨바,마갤러,2026-04-08 14:34:17,360,0,12,"작년 10월쯤부터 마운자로 꼽고 어플이나 ai에 식단 넣으면서 거의 비슷하게 먹고 가끔 좀 치팅조지고
꾸준히 매달 3~4키로씩 빠졌는데 지금 완전 정체기 걸려버림
아침공복 94에서 저녁에 재보면 위로만 2키로 찌고 아래로 절대 안내려감
단백질 챙긴다고 고기 많이 먹는 편임
고구마 현미 이런거로 탄수 200~300그람씩 쳐 넣어서 흔들어도 봤는데 미동도 없네",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107512&page=80
107510,단백질 150 채우기 개빡세잖아,ㅇㅇ,2026-04-08 14:25:33,447,0,13,"대충 밥이랑 기타등등 빼고 주요 단백질 먹는것만 따지면
아침
단백질 쉐이크 1잔. 25g
계란 후라이 1장. 5g
점심
닭가슴살 1팩 25g
저녁
단백질 쉐이크 1잔. 25g
삶은 계란 2개. 10g
이렇게 잘 챙겨도 90밖에 못 채우네 ㅅㅂㅋㅋㅋ
뭐 같이 먹는 밥이랑 기타등등에 좀 더 들어있긴 할테니
얼추 120이라 친다 해도 미달이네
와 너무빡센데
닭가슴살 말고 닭안심이나 돼지나 뭐 이것저것 육류를 더 사서 한번씩 먹어줘야하나",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107510&page=80
107508,물회 대충 칼로리 얼마정도하지,ㅇㅇ,2026-04-08 14:18:32,153,0,3,밥 한공기까지해서 회 추가하면 한 1000칼로리 할려나,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107508&page=80
107507,마운자로 5.0 맞고 효과 없어서 3달 쉬다가 월요일부터 7.5 맞음,마갤러,2026-04-08 14:17:46,333,0,2,"팔쪽 염증때매 몸이 아프기도 해서 저절로 쉬었는데
5.0은 맞았을 때 일이 힘든거를 배고픔이 이겨내서
맨날 김가네 가서 2개씩 시켜서 먹음 그러고 또 먹음 자동으로 살빠진단 생각에
더부룩해도 맨날 먹음 토도 안함 ㅎㅎ
근데..... 7.5 간만에 맞아서 그런지몰라도 ㅠ 약빨 지리네.... 약효없는사람들 늘리시길.....
음식생각싹사라짐",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107507&page=80
107506,하이브리드로 맞아본 사람 있음?? 위 마 위 마 위 마,japan,2026-04-08 14:10:16,259,0,6,- dc official App,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107506&page=80
107505,진짜 밥 먹기힘들어.,ㅇㅇ,2026-04-08 14:06:43,314,0,16,"영양제랑 밥먹는거.
아침 - 유산균 + 물400ml
점심 30분전 - 차전자피 + 물50ml
점심 - 닭가슴살한개
점심직후 - 오메가3, 비타민b복합, HMB
점심~저녁 사이 - wpi 단백질보충제 2스쿱 +물400ml
저녁30분전 - 차전자피 + 물50ml
저녁 - 일반식(당, 염분, 탄수화물, 지방 최소화)
취침 1시간전 - 마그네슘
그런데 여기에 점심 닭가슴살 1개 더 늘려야하는데 안들어가서 고통스러움 .. ㅠㅠ
예전에 트레이너틀 먹는것도 운동이다. 먹기너무힘들다하는게 이런느낌이었나 싶다.",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107505&page=80
107504,ㅁㅊ 산부인과에서도 처방하네,ㅇㅇ,2026-04-08 14:02:29,455,0,11,가격 ㄱㅊ은데?산부인과에서도 처방하뇨,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107504&page=80
107502,2.5  5.0 주마다 돌아가면서 맞기?,ㅇㅇ,2026-04-08 13:54:34,270,0,6,"2.5랑 5.0  주마다 돌려가면서 맞는거
어떻게 생각하냐?
체내 농도 생각하면
5로 쭉 유지하는것보단 나을꺼 같은데
고민되는구만",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107502&page=80
107501,점심밥인데 너무 많냐?,ㅇㅇ,2026-04-08 13:48:41,404,1,13,"야채 썰다보니까 양조절 실패한 것 같다
현미밥 작은공기 1개 + 닭가슴살 1팩 + 양상추,양배추,오이,파프리카,방울토마토,스위트콘(저당) + 레몬간장알룰로스 소스",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107501&page=80
107500,이거 정체기냐,마갤러,2026-04-08 13:48:25,443,0,12,"2.5 19일차고 대략 일주일 전부터 체중이 92 언저리에 멈춰있음
식단은 아침 그릭요거트+블루베리 10알쯤
점심은 일반식이고 저녁은 샐러드에 닭가슴살 or 오리고기 or 고등어
기초대사량이 1700 정도인데 평균 1400 먹는듯
너무 적게 먹나?
- dc official App",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107500&page=80
107499,미역줄기 샀다,마갤러,2026-04-08 13:43:34,108,0,1,"여기서 추천해주길래 샀음...
반찬가게는 양파랑 당근 들어가길래 걍 내가 직접 볶으려고",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107499&page=80
107498,확실히 두달 전 보다 먹는게 늘었네,바카디151,2026-04-08 13:38:36,314,0,6,"두달전
오늘
식판에서 체감이 크네...
반성해야지
- dc official App",2,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107498&page=80
107497,앳플리 체중계 인바디보다 근육량 더 준다고?,ㅇㅇ,2026-04-08 13:35:02,324,0,4,"체지방은 낮게 나오고?
그럼 난 얼마나 씹돼지인거임
걸어다니는 햄인데?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107497&page=80
107496,오늘 아침 메뉴,ㅇㅇ,2026-04-08 13:33:28,66,0,0,소스통살 2개 + 프로틴,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107496&page=80
107495,방금 2펜 맞았다,마갤러,2026-04-08 13:30:43,197,0,3,차가운 상태로 맞았더니 아프네 깔깔,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107495&page=81
107494,난 항상 70 문턱을 못넘어서 포기했음...,마갤러,2026-04-08 13:17:21,432,1,15,"ㄹㅇ 세번이나 앞자리 6 부근에서 조오온나게 안빠져서 포기하고 다시 찌고 그랬는데
아니.. 정체기라 탄수화물 섭취도 늘려보고 인터벌 한시간씩 타고 해도 안빠지더라
간헐적단식 중 이였어서 식단도 더 줄이면 안됬었는데
이번에도 저럴까봐 무섭다
다들 저럴때 어케 극복함..?
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107494&page=81
107493,소견서 꼭필요한가요?,마갤러,2026-04-08 13:16:01,255,0,6,"보험된다구해서 이제 알아보는데
보건소에서 잰 당화혈 혈당 수치만 가지고 보험청구해도 괜찮을까용
6.8에 공복혈당 155나오는데
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107493&page=81
107492,이제 5.0은 구할수있나봐,마갤러,2026-04-08 13:15:46,326,0,1,"다들 사가더라
나도 5.0으로만 되는 몸이면 참 좋겠다
그럼 돈도 아끼고 바로 구하는디",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107492&page=81
107491,운동이 뭐 중요하냐,ㅇㅇ,2026-04-08 13:11:53,226,1,7,운동할꺼면 이약 왜함,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107491&page=81
107490,마운자로 11일차 후기,마린이,2026-04-08 13:10:06,350,0,3,"이제야 배탈 난 게 조금 가라앉았다.
아직도 약간의 불편감은 있다.
어제 배탈 때문에 거의 안 먹었더니
몸무게가 처음으로 91kg대에 진입했다.
내일이면 돌아올 것 같지만 그래도 뭔가 만족스럽다.
오늘도 몸 상태가 그리 좋지 않아
특별히 다른 활동은 하지 않았다.
내일부터는 운동 다시 나가야지...",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107490&page=81
107489,엄마한테 다이어트 주사 사서 맞는다고 하니까,ㅇㅇ,2026-04-08 13:08:08,494,0,11,"엄마가 처음엔 질색팔색 하면서 그런 걸 왜 하냐 한약 다이어트가 차라리 낫지 않냐
돈낭비다 돈을 맨날 이상한 데다 쓰냐 하셨거든
얼마 전에 엄마한테 연락 와서 오랜만에 전화하는데 다이어트는 잘 하고 있냐고 여쭤보시더라고
그거 막 150만원 정도 하는 거 아니냐고 하시길래 30정도에 샀다니까 좀 안심하신 듯
나중에 살 쪽 빠져서 보여드리면 좋아하시겠지? 마쫀쿠 지원도 좀 받고 싶네",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107489&page=81
107488,제일 큰 옷 버림,마갤러,2026-04-08 13:07:58,233,0,10,"바람막이 잠바(남들이 입으면 거의 판초우의 수준임ㅋㅋㅋ)
54인치 청바지
그저 살을 가리기 위한 목적으로
사이즈만 맞으면 감사합니다 하고 싶었던 옷
아빠옷같이 커져서
수거함에 쳐박고 옴
아 쓰바 통쾌하구만..",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107488&page=81
107487,영양제먹으면 토 ㅈㄴ하는데 안먹는게 맞나,ㅇㅇ,2026-04-08 13:02:29,179,0,4,"칼마디, 비타민 디 , 유산균 이정도 먹다가
종비(비타민 비 낮은걸로 달라고함)먹는데 아침먹고 먹어도
속 ㅈㄴ 울렁거리고 결국 토함",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107487&page=81
107485,정신과에서 마운자로 처방가능함?,ㅇㅇ,2026-04-08 12:59:06,357,0,10,누가 된다고 했던거 같길래,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=107485&page=81
